date,description,amount,type,category
18 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
18 Mar 2025,Pocket Withdrawal,3.9,expense,Savings
18 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
19 Mar 2025,Dunnes Stores,50.7,expense,Transfer
20 Mar 2025,Google Pay top-up by *8687,300.0,expense,Transfer
20 Mar 2025,Transfer to SABRINI RESENDE,300.0,expense,Transfer
21 Mar 2025,Transfer from THAYNA DOS SANTOS SILVA,50.0,income,Transfer
21 Mar 2025,Savings Vault topup,2.0,expense,Savings
22 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
22 Mar 2025,Savings Vault topup,2.0,expense,Savings
23 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
23 Mar 2025,Savings Vault topup,2.0,expense,Savings
24 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
24 Mar 2025,Transfer from TATIANA ALVES CORREA CHAGAS,45.0,income,Transfer
24 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
24 Mar 2025,Savings Vault topup,2.0,expense,Savings
25 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
25 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
25 Mar 2025,Savings Vault topup,2.0,expense,Savings
25 Mar 2025,Circle K Gas Station,20.0,expense,Uncategorized
26 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
26 Mar 2025,Savings Vault topup,2.0,expense,Savings
27 Mar 2025,Savings Vault topup,2.0,expense,Savings
29 Mar 2025,Transfer from JESSE' MORELATTO BENATO,50.0,income,Transfer
29 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
29 Mar 2025,Savings Vault topup,2.0,expense,Savings
30 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
30 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
30 Mar 2025,Google Pay top-up by *8687,300.0,expense,Transfer
30 Mar 2025,To Instant Access Savings,5.0,expense,Savings
30 Mar 2025,To Instant Access Savings,50.0,expense,Savings
30 Mar 2025,Pocket Withdrawal,40.0,expense,Savings
30 Mar 2025,To Instant Access Savings,5.0,expense,Savings
30 Mar 2025,Savings Vault topup,2.0,expense,Savings
31 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
31 Mar 2025,Savings Vault topup,2.0,expense,Savings
31 Mar 2025,To Instant Access Savings,5.0,expense,Savings
31 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.1,income,Savings
1 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 Apr 2025,Savings Vault topup,2.0,expense,Savings
1 Apr 2025,To Instant Access Savings,5.0,expense,Savings
1 Apr 2025,To Allianz,210.33,expense,Transfer
2 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 Apr 2025,Savings Vault topup,2.0,expense,Savings
2 Apr 2025,To Instant Access Savings,5.0,expense,Savings
2 Apr 2025,Amazon,30.49,expense,Uncategorized
3 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Apr 2025,Savings Vault topup,2.0,expense,Savings
3 Apr 2025,To Instant Access Savings,5.0,expense,Savings
3 Apr 2025,Transfer from JULIA GRACIELA TORRES CERUTI,60.0,income,Transfer
4 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Apr 2025,Savings Vault topup,2.0,expense,Savings
4 Apr 2025,To Instant Access Savings,5.0,expense,Savings
5 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Apr 2025,Savings Vault topup,2.0,expense,Savings
5 Apr 2025,To Instant Access Savings,5.0,expense,Savings
5 Apr 2025,Transfer from CARLOS ROBERTO CHIMENES JUNIOR,40.0,income,Transfer
6 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 Apr 2025,Savings Vault topup,2.0,expense,Savings
6 Apr 2025,To Instant Access Savings,5.0,expense,Savings
7 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Apr 2025,To Instant Access Savings,50.0,expense,Savings
7 Apr 2025,Savings Vault topup,2.0,expense,Savings
7 Apr 2025,To Instant Access Savings,5.0,expense,Savings
8 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Apr 2025,Savings Vault topup,2.0,expense,Savings
8 Apr 2025,To Instant Access Savings,5.0,expense,Savings
9 Apr 2025,Savings Vault topup,2.0,expense,Savings
9 Apr 2025,Pocket Withdrawal,100.0,expense,Savings
9 Apr 2025,To Instant Access Savings,5.0,expense,Savings
9 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Apr 2025,Savings Vault topup,2.0,expense,Savings
10 Apr 2025,To Instant Access Savings,5.0,expense,Savings
11 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Apr 2025,Savings Vault topup,2.0,expense,Savings
11 Apr 2025,To Instant Access Savings,5.0,expense,Savings
11 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 Apr 2025,Savings Vault topup,2.0,expense,Savings
12 Apr 2025,To Instant Access Savings,5.0,expense,Savings
12 Apr 2025,Clondalkin Leisure Centre,12.5,expense,Uncategorized
13 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 Apr 2025,Savings Vault topup,2.0,expense,Savings
13 Apr 2025,To Instant Access Savings,5.0,expense,Savings
14 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 Apr 2025,Savings Vault topup,2.0,expense,Savings
14 Apr 2025,To Instant Access Savings,5.0,expense,Savings
14 Apr 2025,Pocket Withdrawal,5.0,expense,Savings
14 Apr 2025,Payment from LARISSA SILVA TOSTI,55.0,income,Transfer
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Apr 2025,Savings Vault topup,2.0,expense,Savings
15 Apr 2025,To Instant Access Savings,5.0,expense,Savings
15 Apr 2025,Transfer from MIGUEL ANGELO GARCIA MOREIRA,50.0,income,Transfer
15 Apr 2025,Zenklub.com,16.64,expense,Uncategorized
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Apr 2025,From Flexible Cash Funds,280.0,income,Transfer
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,6.8,income,Savings
16 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
16 Apr 2025,Savings Vault topup,2.0,expense,Savings
16 Apr 2025,To Instant Access Savings,5.0,expense,Savings
16 Apr 2025,ALDI,36.5,expense,Uncategorized
17 Apr 2025,Ryanair,314.32,expense,Uncategorized
17 Apr 2025,Transfer from ANA CLAUDIA MASKE,45.0,income,Transfer
17 Apr 2025,Transfer from Maysa Rodrigues Dos Santos Oliveira,40.0,income,Transfer
17 Apr 2025,Savings Vault topup,2.0,expense,Savings
17 Apr 2025,To Instant Access Savings,5.0,expense,Savings
17 Apr 2025,Savings Vault topup,50.0,expense,Savings
17 Apr 2025,Savings Vault topup,13.0,expense,Savings
17 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Apr 2025,Transfer from FLAVIA HELENA NEWELL,60.0,income,Transfer
18 Apr 2025,Savings Vault topup,2.0,expense,Savings
18 Apr 2025,To Instant Access Savings,5.0,expense,Savings
18 Apr 2025,Transfer from KARINE GATELLI D AGOSTINI,40.0,income,Transfer
18 Apr 2025,Savings Vault topup,60.0,expense,Savings
19 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
19 Apr 2025,Transfer from JESSE' MORELATTO BENATO,50.0,income,Transfer
19 Apr 2025,Savings Vault topup,2.0,expense,Savings
19 Apr 2025,To Instant Access Savings,5.0,expense,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
20 Apr 2025,Savings Vault topup,2.0,expense,Savings
20 Apr 2025,To Instant Access Savings,5.0,expense,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.0,income,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
21 Apr 2025,Savings Vault topup,2.0,expense,Savings
21 Apr 2025,Dublin Zoo,47.6,expense,Uncategorized
21 Apr 2025,BaxterStorey,7.7,expense,Transfer
22 Apr 2025,Payment from LARISSA SILVA TOSTI,55.0,income,Transfer
22 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Apr 2025,Savings Vault topup,2.0,expense,Savings
22 Apr 2025,To Instant Access Savings,5.0,expense,Savings
22 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,6.0,income,Savings
22 Apr 2025,Pocket Withdrawal,50.0,expense,Savings
22 Apr 2025,Transfer from TATIANA ALVES CORREA CHAGAS,45.0,income,Transfer
22 Apr 2025,Transfer from JESSE' MORELATTO BENATO,50.0,income,Transfer
23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Apr 2025,Tesco,20.4,expense,Uncategorized
23 Apr 2025,Savings Vault topup,2.0,expense,Savings
23 Apr 2025,To Instant Access Savings,5.0,expense,Savings
23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
23 Apr 2025,National Car Testing Service,60.0,expense,Uncategorized
24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
24 Apr 2025,Mbeauty,48.75,expense,Uncategorized
25 Apr 2025,Google Pay top-up by *8687,20.0,expense,Transfer
25 Apr 2025,Gough Brothers,1.0,expense,Uncategorized
25 Apr 2025,Transfer from GABRIELLA SANTOS DE CASTRO,45.0,income,Transfer
25 Apr 2025,Circle K Gas Station,23.2,expense,Uncategorized
25 Apr 2025,Savings Vault topup,2.0,expense,Savings
25 Apr 2025,To Instant Access Savings,5.0,expense,Savings
25 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Apr 2025,Savings Vault topup,5.0,expense,Savings
26 Apr 2025,To Instant Access Savings,5.0,expense,Savings
26 Apr 2025,Transfer from CARLOS ROBERTO CHIMENES JUNIOR,40.0,income,Transfer
27 Apr 2025,Transfer from KARINE GATELLI D AGOSTINI,45.0,income,Transfer
27 Apr 2025,Savings Vault topup,60.0,expense,Savings
27 Apr 2025,To Instant Access Savings,50.0,expense,Savings
27 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
27 Apr 2025,Savings Vault topup,5.0,expense,Savings
27 Apr 2025,Google Pay top-up by *8687,50.0,expense,Transfer
27 Apr 2025,To Instant Access Savings,5.0,expense,Savings
28 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 Apr 2025,Savings Vault topup,5.0,expense,Savings
28 Apr 2025,To Instant Access Savings,5.0,expense,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 Apr 2025,Pocket Withdrawal,50.0,expense,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.3,income,Savings
29 Apr 2025,Savings Vault topup,5.0,expense,Savings
29 Apr 2025,To Instant Access Savings,5.0,expense,Savings
29 Apr 2025,Transfer from TAIS CASTANHO MEDINA,20.0,income,Transfer
29 Apr 2025,Zenklub.com,61.57,expense,Uncategorized
29 Apr 2025,Pocket Withdrawal,40.0,expense,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.0,income,Savings
30 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
30 Apr 2025,Savings Vault topup,5.0,expense,Savings
30 Apr 2025,Payment from BRENDA MORAIS DE OLIVEIRA,65.0,income,Transfer
30 Apr 2025,Google Pay top-up by *8687,200.0,expense,Transfer
30 Apr 2025,To Instant Access Savings,5.0,expense,Savings
1 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 May 2025,Savings Vault topup,5.0,expense,Savings
1 May 2025,To Instant Access Savings,5.0,expense,Savings
1 May 2025,Boots,47.6,expense,Uncategorized
1 May 2025,Transfer from STELLA CAMPIDELLI L SERGIO,40.0,income,Transfer
2 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 May 2025,Savings Vault topup,5.0,expense,Savings
2 May 2025,To Instant Access Savings,5.0,expense,Savings
2 May 2025,To Allianz,210.33,expense,Transfer
2 May 2025,Savings Vault topup,30.0,expense,Savings
3 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 May 2025,Savings Vault topup,5.0,expense,Savings
3 May 2025,To Instant Access Savings,5.0,expense,Savings
3 May 2025,Google Pay top-up by *8687,140.0,expense,Transfer
3 May 2025,To Instant Access Savings,140.0,expense,Savings
4 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 May 2025,Savings Vault topup,5.0,expense,Savings
4 May 2025,To Theo new house,5.0,expense,Transfer
5 May 2025,Google Pay top-up by *8687,20.0,expense,Transfer
5 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 May 2025,Savings Vault topup,5.0,expense,Savings
5 May 2025,To Theo new house,5.0,expense,Transfer
6 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 May 2025,Transfer from JESSICA BEZERRA DANTAS,50.0,income,Transfer
6 May 2025,Savings Vault topup,5.0,expense,Savings
6 May 2025,To Theo new house,5.0,expense,Transfer
6 May 2025,Transfer from Maysa Rodrigues Dos Santos Oliveira,40.0,income,Transfer
7 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 May 2025,Savings Vault topup,5.0,expense,Savings
7 May 2025,To Theo new house,5.0,expense,Transfer
8 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 May 2025,Savings Vault topup,5.0,expense,Savings
8 May 2025,To Theo new house,5.0,expense,Transfer
9 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
9 May 2025,Savings Vault topup,5.0,expense,Savings
9 May 2025,To Theo new house,5.0,expense,Transfer
10 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 May 2025,Savings Vault topup,5.0,expense,Savings
10 May 2025,To Theo new house,5.0,expense,Transfer
11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 May 2025,Savings Vault topup,5.0,expense,Savings
11 May 2025,To Theo new house,5.0,expense,Transfer
11 May 2025,Transfer from STELLA CAMPIDELLI L SERGIO,40.0,income,Transfer
11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,0.1,income,Savings
12 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 May 2025,Savings Vault topup,5.0,expense,Savings
12 May 2025,To Theo new house,5.0,expense,Transfer
12 May 2025,SPAR Food & Fuel,8.99,expense,Uncategorized
13 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 May 2025,Pocket Withdrawal,50.0,expense,Savings
13 May 2025,To Ianara Fernandes,60.0,expense,Transfer
13 May 2025,Savings Vault topup,5.0,expense,Savings
13 May 2025,Transfer from MARCELLY PEDRA REZENDE DA SILVA,45.0,income,Transfer
13 May 2025,To Theo new house,5.0,expense,Transfer
14 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 May 2025,Savings Vault topup,5.0,expense,Savings
14 May 2025,To Theo new house,5.0,expense,Transfer
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
15 May 2025,Pocket Withdrawal,20.0,expense,Savings
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
15 May 2025,Savings Vault topup,5.0,expense,Savings
15 May 2025,From Theo new house,100.0,income,Transfer
15 May 2025,To Ianara Fernandes,100.0,expense,Transfer
16 May 2025,Gough Brothers,1.0,expense,Uncategorized
16 May 2025,Pocket Withdrawal,35.0,expense,Savings
16 May 2025,From Theo new house,50.0,income,Transfer
16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,9.9,income,Savings
16 May 2025,Savings Vault topup,5.0,expense,Savings
16 May 2025,To Theo new house,5.0,expense,Transfer
16 May 2025,From Theo new house,50.0,income,Transfer
16 May 2025,Circle K Gas Station,14.0,expense,Uncategorized
16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
17 May 2025,Hickey’s Pharmacy,50.0,expense,Uncategorized
17 May 2025,Dunnes Stores,61.01,expense,Transfer
18 May 2025,From Theo new house,35.0,income,Transfer
18 May 2025,To pocket EUR Ia saves for holidays etc from EUR,4.8,income,Savings
19 May 2025,Applegreen,25.52,expense,Uncategorized
21 May 2025,Transfer from DANIEL PIROLLI,50.0,income,Transfer
21 May 2025,From Theo new house,50.0,income,Transfer
21 May 2025,To Ianara Fernandes,100.0,expense,Transfer
21 May 2025,Transfer from TATIANA ALVES CORREA CHAGAS,50.0,income,Transfer
21 May 2025,Savings Vault topup,5.0,expense,Savings
21 May 2025,To Theo new house,5.0,expense,Transfer
21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,1.7,income,Savings
21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 May 2025,Pocket Withdrawal,32.0,expense,Savings
22 May 2025,From Theo new house,140.0,income,Transfer
22 May 2025,To Ianara Fernandes,160.0,expense,Transfer
22 May 2025,Savings Vault topup,5.0,expense,Savings
22 May 2025,To Theo new house,5.0,expense,Transfer
22 May 2025,Circle K Gas Station,29.83,expense,Uncategorized
22 May 2025,Transfer from BIANCA SARTORI DO VALLE,85.0,income,Transfer
23 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 May 2025,Transfer from MARCELA ANDRADE RAMOS,50.0,income,Transfer
23 May 2025,Savings Vault topup,5.0,expense,Savings
23 May 2025,To Theo new house,5.0,expense,Transfer
24 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 May 2025,Savings Vault topup,5.0,expense,Savings
24 May 2025,To Theo new house,5.0,expense,Transfer
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
25 May 2025,Transfer from DANIEL PIROLLI,50.0,income,Transfer
25 May 2025,Savings Vault topup,5.0,expense,Savings
25 May 2025,To Theo new house,5.0,expense,Transfer
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 May 2025,Savings Vault topup,5.0,expense,Savings
26 May 2025,To Theo new house,5.0,expense,Transfer
26 May 2025,Circle K Gas Station,30.0,expense,Uncategorized
26 May 2025,Mcdonald's,10.5,expense,Uncategorized
26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
27 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
27 May 2025,Savings Vault topup,5.0,expense,Savings
27 May 2025,Transfer from AMANDA ALESSANDRA LIMA BANFFY,120.0,income,Transfer
27 May 2025,To Theo new house,5.0,expense,Transfer
28 May 2025,Transfer from TAIS CASTANHO MEDINA,120.0,income,Transfer
28 May 2025,To Theo new house,200.0,expense,Transfer
28 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 May 2025,Motor Tax Online,53.0,expense,Transfer
29 May 2025,Pocket Withdrawal,55.0,expense,Savings
29 May 2025,Savings Vault topup,5.0,expense,Savings
29 May 2025,To Theo new house,5.0,expense,Transfer
29 May 2025,From Theo new house,110.0,income,Transfer
29 May 2025,Circle K Gas Station,30.0,expense,Uncategorized
29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
30 May 2025,Transfer from EDISON DALFORNI NETO,50.0,income,Transfer
30 May 2025,Transfer from ALEX JAMES QUIGLEY,50.0,income,Transfer
30 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
30 May 2025,D Nail,95.0,expense,Uncategorized
